,Title,Keywords,Actual category,Predicted_Categories
237,"['PAI: Predicting adenosine to inosine editing sites by using pseudo nucleotide compositions.', '27725762']","['associations', 'commonly', 'densities', 'employed', 'errors', 'extremely', 'false', 'genotype', 'genotyping', 'hypothesis', 'inflation', 'introduced', 'lead', 'markers', 'phenotype', 'polymorphisms', 'scans', 'snps', 'technology']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'genome-annotation2', 'laser-scanning-microscopy', 'mathematical-modeling', 'whole-exome-sequencing', 'whole-genome-resequencing']"
238,"['BactImAS: a platform for processing and analysis of bacterial time-lapse microscopy movies.', '25059528']","['contribution', 'coupled', 'cover', 'enable', 'estimated', 'gaps', 'gene', 'host', 'million', 'phage', 'phages', 'pool', 'prediction', 'reliable', 'service', 'shuffling', 'space', 'sparse', 'systematic', 'understand', 'web']",whole-genome-resequencing,"['genome-annotation2', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq', 'whole-genome-resequencing']"
239,"['miRGen: a database for the study of animal microRNA genomic organization and function.', '17108354']","['amplicon', 'correction', 'error', 'rate', 'sequencing', 'strongly']",mathematical-modeling,"['chip-seq', 'genome-annotation2', 'mathematical-modeling', 'whole-exome-sequencing', 'whole-genome-resequencing']"
240,"['PubMed-EX: a web browser extension to enhance PubMed search with text mining features.', '19654114']","['calling', 'cnv', 'cnvs', 'does', 'existence', 'exome', 'exonic', 'paired', 'qc', 'sensitive', 'steps', 'utilized', 'variations']",whole-exome-sequencing,"['acgh-and-snp-microarray', 'chip-seq', 'whole-exome-sequencing']"
241,"['BAGEL2: mining for bacteriocins in genomic data.', '20462861']","['community', 'count', 'direct', 'experiment', 'interactions', 'layer', 'members', 'multivariate', 'normal', 'poisson', 'taxon']",mathematical-modeling,"['dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'mathematical-modeling', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
242,"['DDI-CPI, a server that predicts drug-drug interactions through implementing the chemical-protein interactome.', '24875476']","['catalyzed', 'chemical', 'click', 'commercially', 'discovery', 'drug', 'generated', 'nuclei']",dna-sequence-databases,"['dna-sequence-databases', 'metagenomics', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-transcription-databases']"
243,"['AMPer: a database and an automated discovery tool for antimicrobial peptides.', '17341497']","['assigns', 'covariates', 'hypothesis', 'independent', 'null', 'power', 'weighting', 'weights']",gene-expression-microarray,"['chip-seq', 'gene-expression-microarray', 'mathematical-modeling', 'metagenomics', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq']"
244,"['EFS: an ensemble feature selection tool implemented as R-package and web-application.', '28674556']","['analysis', 'model', 'models', 'procedure', 'selection', 'statistics', 'values']",gene-expression-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'mathematical-modeling', 'metagenomics', 'phylogenetics-and-phylogenomics', 'whole-exome-sequencing', 'whole-genome-resequencing']"
245,"['NExT: integration of thermodynamic constraints and metabolomics data into a metabolic network.', '25178784']","['drosophila', 'flybase', 'new', 'search', 'section', 'tool']",genome-annotation2,"['dna-sequence-databases', 'genome-annotation2', 'information-extraction', 'rna-transcription-databases', 'whole-genome-resequencing']"
246,"['Pigeons: A Novel GUI Software for Analysing and Parsing High Density Heterologous Oligonucleotide Microarray Probe Level Data.', '27605027']","['collected', 'database', 'display', 'libraries', 'peptides']",peptide-databases,"['dna-sequence-databases', 'genome-annotation2', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-transcription-databases']"
247,"['Bayesian biclustering of gene expression data.', '18366617']","['allergen', 'allergenic', 'allergenicity', 'allergens', 'compared', 'detectable', 'motifs', 'query']",immunology,"['chip-seq', 'genome-annotation2', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases']"
248,"['Global analysis of the human pathophenotypic similarity gene network merges disease module components.', '23437198']","['able', 'act', 'chip', 'profiles', 'saturation', 'signal', 'toolbox', 'tracks']",gene-expression-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'protein-interaction-analysis', 'rna-seq', 'single-cell-rna-seq', 'whole-genome-resequencing']"
249,"['BEEtag: A Low-Cost, Image-Based Tracking System for the Study of Animal Behavior and Locomotion.', '26332211']","['disease', 'mutation', 'quantitatively', 'significance', 'variant', 'variants']",whole-genome-resequencing,"['acgh-and-snp-microarray', 'whole-exome-sequencing', 'whole-genome-resequencing']"
250,"['Single-cell trajectory detection uncovers progression and regulatory coordination in human B cell development.', '24766814']","['macromolecules', 'mobile', 'plant']",genome-annotation2,"['dna-sequence-databases', 'genome-annotation2', 'information-extraction', 'peptide-databases', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
251,"['PenBase, the shrimp antimicrobial peptide penaeidin database: sequence-based classification and recommended nomenclature.', '15963564']","['candidates', 'conservative', 'customized', 'differentially', 'expressed', 'files', 'finds', 'gives', 'illumina', 'mapping', 'mirna', 'mirnas', 'net', 'parameters', 'projects', 'solexa', 'solid', 'sourceforge', 'workflow']",rna-seq,"['chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
252,"['NOREVA: normalization and evaluation of MS-based metabolomics data.', '28525573']","['cytosine', 'detailed', 'files', 'methylation', 'pcr', 'products', 'status', 'templates', 'unmethylated', 'visually']",chip-seq,"['acgh-and-snp-microarray', 'chip-seq', 'mathematical-modeling', 'rna-seq', 'whole-exome-sequencing']"
253,"['MetCCS predictor: a web server for predicting collision cross-section values of metabolites in ion mobility-mass spectrometry based metabolomics.', '28334295']","['behaviors', 'clostridium', 'crucial', 'datasets', 'demonstrate', 'dynamical', 'dynamics', 'ecosystems', 'inhibit', 'integrity', 'mice', 'microbial', 'microbiome', 'predicting', 'rational']",mathematical-modeling,"['immunology', 'mathematical-modeling', 'metagenomics', 'peptide-databases', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'whole-genome-resequencing']"
254,"['mimiRNA: a microRNA expression profiler and classification resource designed to identify functional correlations between microRNAs and their targets.', '19933167']","['companies', 'latest', 'reagents', 'results', 'rnai', 'scale', 'screening', 'sirna']",dna-sequence-databases,"['chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'metagenomics', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
255,"[""HDNetDB: A Molecular Interaction Database for Network-Oriented Investigations into Huntington's Disease."", '28701700']","['biochemical', 'database', 'extracted', 'information', 'manually', 'reactions', 'transcription', 'units']",dna-sequence-databases,"['dna-sequence-databases', 'genome-annotation2', 'information-extraction', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
256,"['CAMP: a useful resource for research on antimicrobial peptides.', '19923233']","['annotates', 'densities', 'discoveries', 'extracts', 'fragments', 'partially', 'precursor', 'proper', 'putatively', 'quantities', 'rna', 'rnas', 'small', 'snornas', 'trnas']",rna-seq,"['chip-seq', 'dna-sequence-databases', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
257,"['rfishbase: exploring, manipulating and visualizing FishBase data from R.', '23130696']","['appreciated', 'functionally', 'functioning', 'guiding', 'instrumental', 'lncrna', 'lncrnas', 'modifying', 'players', 'rna', 'scaffolding', 'substructures']",rna-structure-analysis,"['chip-seq', 'dna-sequence-databases', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases']"
258,"['mirTools 2.0 for non-coding RNA discovery, profiling, and functional annotation based on high-throughput sequencing.', '23778453']",[],single-cell-rna-seq,"['chip-seq', 'dna-sequence-databases', 'gene-expression-microarray', 'genome-annotation2', 'laser-scanning-microscopy', 'metagenomics', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-exome-sequencing']"
259,"['Jannovar: a java library for exome annotation.', '24677618']","['data', 'diffusion', 'faces', 'familiar', 'flash', 'functional', 'include', 'mr', 'multiple', 'participants', 'pictures', 'runs', 'structural', 'weighted']",laser-scanning-microscopy,"['gene-expression-microarray', 'genome-annotation2', 'laser-scanning-microscopy', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'whole-exome-sequencing', 'whole-genome-resequencing']"
260,"['Computational approach for designing tumor homing peptides.', '23558316']","['behaviour', 'cell', 'circuits', 'consequently', 'culture', 'fluorescence', 'heterogeneity', 'imaging', 'lapse', 'mathematical', 'microscopy', 'modelling', 'phenomena', 'plays', 'single', 'uncovered']",laser-scanning-microscopy,"['gene-expression-microarray', 'laser-scanning-microscopy', 'metagenomics', 'single-cell-rna-seq', 'whole-genome-resequencing']"
261,"['Directory of useful decoys, enhanced (DUD-E): better ligands and decoys for better benchmarking.', '22716043']","['correlate', 'exist', 'inclusion', 'mechanism', 'methylation', 'pattern', 'patterns', 'regulation', 'sets', 'splicing', 'stable']",single-cell-rna-seq,"['chip-seq', 'genome-annotation2', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq']"
262,"['Nomenclature and structural biology of allergens.', '17166572']","['bacterial', 'constructs', 'dna', 'genome', 'genomes', 'kb', 'novo', 'synthesis', 'synthesize', 'synthetic']",rna-structure-analysis,"['acgh-and-snp-microarray', 'chip-seq', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-structure-analysis', 'whole-exome-sequencing', 'whole-genome-resequencing']"
263,"['MOWServ: a web client for integration of bioinformatic resources.', '20525794']","['assess', 'context', 'correct', 'depends', 'determined', 'does', 'elements', 'functionality', 'individual', 'like', 'limited', 'motifs', 'organization', 'partially', 'projects', 'promoters', 'remain', 'spatial', 'unannotated', 'units', 'usually']",mathematical-modeling,"['chip-seq', 'genome-annotation2', 'mathematical-modeling', 'protein-interaction-analysis', 'rna-structure-analysis', 'whole-genome-resequencing']"
264,"['Allele frequency net 2015 update: new features for HLA epitopes, KIR and disease and HLA adverse drug reaction associations.', '25414323']","['bacterial', 'composition', 'computing', 'consuming', 'desktop', 'environment', 'estimation', 'harbors', 'lengths', 'metagenomics', 'noise', 'popular', 'sample', 'technical', 'typically', 'variable']",mathematical-modeling,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
265,"['A classification approach for DNA methylation profiling with bisulfite next-generation sequencing data.', '24273245']","['actual', 'chip', 'descriptors', 'experiment', 'motif', 'positional', 'regions', 'seq', 'sites', 'tf', 'tfs']",chip-seq,"['chip-seq', 'rna-seq']"
266,"['A CROC stronger than ROC: measuring, visualizing and optimizing early retrieval.', '20378557']","['coding', 'database', 'databases', 'functional', 'larger', 'non', 'rna', 'tracks', 'ucsc', 'version']",dna-sequence-databases,"['dna-sequence-databases', 'genome-annotation2', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
267,"['PostMod: sequence based prediction of kinase-specific phosphorylation sites with indirect relationship.', '20122181']","['function', 'interaction', 'mainly', 'ncrna', 'ncrnas', 'promising', 'rbps']",rna-seq,"['dna-sequence-databases', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq']"
268,"['Application of fast Fourier transform cross-correlation and mass spectrometry data for accurate alignment of chromatograms.', '23489488']","['assays', 'classification', 'dynamics', 'imaging', 'microscopes', 'mitotic', 'movie', 'state', 'states', 'time']",laser-scanning-microscopy,"['chip-seq', 'laser-scanning-microscopy', 'metagenomics', 'rna-seq', 'single-cell-rna-seq']"
269,"['DomIns: a web resource for domain insertions in known protein structures.', '14681392']","['hla', 'resolution']",whole-exome-sequencing,"['immunology', 'rna-transcription-databases', 'whole-exome-sequencing']"
270,"['CASTIN: a system for comprehensive analysis of cancer-stromal interactome.', '27829362']","['compared', 'computation', 'conditions', 'constraint', 'determine', 'flux', 'limited', 'long', 'metabolic', 'modeling', 'models', 'robustness', 'simulation', 'time', 'variability', 'various']",metagenomics,['metagenomics']
271,"['Bayesian estimation of bacterial community composition from 454 sequencing data.', '22406836']","['area', 'calling', 'challenging', 'compare', 'data', 'determine', 'new', 'ngs', 'optimal', 'pipeline', 'processing', 'relative', 'tools', 'validate', 'variant']",whole-exome-sequencing,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'mathematical-modeling', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
272,"['SLIMS--a user-friendly sample operations and inventory management system for genotyping labs.', '20513665']","['annotated', 'cell', 'content', 'currently', 'datasets', 'derived', 'domains', 'free', 'generated', 'independent', 'integration', 'lines', 'mouse', 'phenotypic', 'preventing', 'screening', 'text', 'tissues']",rna-transcription-databases,"['dna-sequence-databases', 'genome-annotation2', 'information-extraction', 'laser-scanning-microscopy', 'protein-structure-analysis', 'rna-transcription-databases', 'single-cell-rna-seq']"
273,"['MetDIA: Targeted Metabolite Extraction of Multiplexed MS/MS Spectra Generated by Data-Independent Acquisition.', '27462997']","['candidates', 'detect', 'discover', 'micrornas', 'mirnas', 'multiple', 'online', 'organisms', 'published', 'sequences', 'silico', 'simultaneously', 'tool', 'uses', 'validate']",rna-seq,"['chip-seq', 'dna-sequence-databases', 'mathematical-modeling', 'rna-seq', 'whole-genome-resequencing']"
274,"['MethPat: a tool for the analysis and visualisation of complex methylation patterns obtained by massively parallel sequencing.', '26911705']","['arise', 'breast', 'cancer', 'complexity', 'concepts', 'dissecting', 'face', 'important', 'mathematical', 'molecular', 'networks', 'ontologies', 'perspective', 'populations', 'ppis', 'tissues']",genome-annotation2,"['dna-sequence-databases', 'genome-annotation2', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
275,"['PDZBase: a protein-protein interaction database for PDZ-domains.', '15513994']","['analyses', 'bioconductor', 'coordination', 'customizable', 'documents', 'enrichment', 'figures', 'functional', 'genomic', 'hypergeometric', 'including', 'reactome']",whole-genome-resequencing,"['acgh-and-snp-microarray', 'chip-seq', 'dna-sequence-databases', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
276,"['Ligandbook: an online repository for small and drug-like molecule force field parameters.', '28130228']","['algorithm', 'cgh', 'copy', 'divide', 'markers', 'maximal', 'newer', 'number', 'permutation', 'prohibitive', 'statistic', 'thousands']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'phylogenetics-and-phylogenomics', 'whole-exome-sequencing']"
277,"['RPAN: rice pan-genome browser for ∼3000 rice genomes.', '27940610']","['assemblies', 'close', 'consequence', 'draft', 'drastically', 'gapped', 'gaps', 'millions', 'paired', 'reads', 'reliably', 'scaffold', 'scaffolds', 'ultimate']",genome-annotation2,"['chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
278,"['ESPRIT-Tree: hierarchical clustering analysis of millions of 16S rRNA pyrosequences in quasilinear computational time.', '21596775']","['analyses', 'expedite', 'imaging', 'microarray', 'monitoring', 'possess', 'real', 'signals', 'temperature', 'time']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'laser-scanning-microscopy', 'mathematical-modeling', 'metagenomics', 'whole-exome-sequencing', 'whole-genome-resequencing']"
279,"['CpGassoc: an R function for analysis of DNA methylation microarray data.', '22451269']","['chip', 'explore', 'hypothesis', 'information', 'researchers', 'seq', 'tf']",chip-seq,"['chip-seq', 'protein-interaction-analysis', 'rna-seq', 'whole-exome-sequencing']"
280,"['SLICE: determining cell differentiation and lineage based on single cell entropy.', '27998929']","['approach', 'articles', 'baseline', 'experimental', 'methods', 'mi', 'ppis', 'queries', 'rf', 'tf', 'word']",information-extraction,"['dna-sequence-databases', 'information-extraction', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'whole-genome-resequencing']"
281,"['PEP-FOLD: an updated de novo structure prediction server for both linear and disulfide bonded cyclic peptides.', '22581768']","['bioinformatic', 'calculation', 'computer', 'dna', 'genetics', 'population', 'statistics', 'toolkit']",gene-expression-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'phylogenetics-and-phylogenomics', 'rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
282,"['CLIP Tool Kit (CTK): a flexible and robust pipeline to analyze CLIP sequencing data.', '27797762']","['brain', 'divergences', 'evolution', 'expression', 'mammalian', 'phylogenetic', 'tree']",phylogenetics-and-phylogenomics,"['chip-seq', 'genome-annotation2', 'phylogenetics-and-phylogenomics', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
283,"['dissectHMMER: a HMMER-based score dissection framework that statistically evaluates fold-critical sequence segments for domain fold similarity.', '26228544']","['cell', 'epitope', 'epitopes', 'hla', 'minimal', 'peptide', 'responses', 'restrictions']",immunology,"['immunology', 'rna-transcription-databases']"
284,"['CAPRI: efficient inference of cancer progression models from cross-sectional data.', '25971740']","['calculated', 'index', 'nmr', 'peptides', 'polymorphism', 'rational', 'stability', 'structures']",peptide-databases,"['genome-annotation2', 'immunology', 'peptide-databases', 'protein-structure-analysis', 'rna-structure-analysis', 'rna-transcription-databases']"
285,"[""Improved method for linear B-cell epitope prediction using antigen's primary sequence."", '23667458']","['analysis', 'biol', 'edit', 'files', 'interface', 'launch', 'likelihood', 'maximum', 'mol', 'note', 'package', 'phylogenetic', 'program', 'programs', 'ucl']",phylogenetics-and-phylogenomics,"['gene-expression-microarray', 'phylogenetics-and-phylogenomics', 'protein-structure-analysis', 'rna-structure-analysis']"
286,"['Protein-specific prediction of mRNA binding using RNA sequences, binding motifs and predicted secondary structures.', '24780077']","['allele', 'assists', 'capillary', 'electrophoresis', 'frequencies', 'individuals', 'pooled', 'snps', 'xp']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'whole-exome-sequencing', 'whole-genome-resequencing']"
287,"['Recapitulating phylogenies using ', '28105314']","['chromosome', 'chromosomes', 'design', 'long', 'pcr', 'primer', 'primers', 'range', 'scanning']",rna-structure-analysis,"['acgh-and-snp-microarray', 'chip-seq', 'mathematical-modeling', 'metagenomics', 'rna-structure-analysis', 'whole-exome-sequencing', 'whole-genome-resequencing']"
288,"['A composite model of survival from out-of-hospital cardiac arrest using the Cardiac Arrest Registry to Enhance Survival (CARES).', '23603289']","['dna', 'fungal', 'fungus', 'interacts', 'replication', 'sliding']",rna-transcription-databases,"['chip-seq', 'genome-annotation2', 'immunology', 'mathematical-modeling', 'protein-interaction-analysis', 'rna-seq', 'rna-structure-analysis', 'rna-transcription-databases', 'whole-genome-resequencing']"
289,"['Determining the evolutionary history of gene families.', '22039210']","['contact', 'folding', 'kinetic', 'protein', 'rate', 'state']",genome-annotation2,"['genome-annotation2', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis', 'whole-genome-resequencing']"
290,"['BEST: improved prediction of B-cell epitopes from antigen sequences.', '22761950']","['biotech', 'deep', 'large', 'microbial', 'proposed', 'scale', 'sun', 'thousands', 'version']",mathematical-modeling,"['chip-seq', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-seq', 'whole-genome-resequencing']"
291,"['Badapple: promiscuity patterns from noisy evidence.', '27239230']","['bonding', 'di', 'entropy', 'governed', 'length', 'long', 'range', 'rna', 'uses']",rna-structure-analysis,"['genome-annotation2', 'rna-seq', 'rna-structure-analysis', 'single-cell-rna-seq']"
292,"['GAMDB: a web resource to connect microRNAs with autophagy in gerontology.', '27037912']","['associations', 'biomedical', 'concepts', 'contexts', 'discovering', 'explore', 'goals', 'helps', 'hidden', 'main', 'manner', 'mining', 'possibly', 'text']",information-extraction,"['dna-sequence-databases', 'information-extraction', 'peptide-databases', 'rna-transcription-databases']"
293,"['chngpt: threshold regression model estimation and inference.', '29037149']","['16s', 'communities', 'families', 'gene', 'marker', 'metagenome', 'microbial', 'phylogenetic', 'reconstruction']",mathematical-modeling,"['mathematical-modeling', 'phylogenetics-and-phylogenomics', 'whole-genome-resequencing']"
294,"['Genome-wide detection of condition-sensitive alternative splicing in Arabidopsis roots.', '23735510']","['breeding', 'cereal', 'colour', 'generally', 'grain', 'indication']",protein-interaction-analysis,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'laser-scanning-microscopy', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-seq', 'single-cell-rna-seq', 'whole-exome-sequencing', 'whole-genome-resequencing']"
295,"['Gene- and genome-based analysis of significant codon patterns in yeast, rat and mice genomes with the CUT Codon UTilization tool.', '27245397']","['poly', 'polyadenylation', 'quantification', 'signals', 'sites', 'usage']",rna-transcription-databases,"['chip-seq', 'genome-annotation2', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
296,"['EXCAVATOR: detecting copy number variants from whole-exome sequencing data.', '24172663']","['context', 'expressions', 'free', 'grammars', 'handles', 'markov', 'models', 'objects', 'prosite', 'randomly', 'regular', 'structures', 'weighted']",rna-structure-analysis,"['gene-expression-microarray', 'genome-annotation2', 'peptide-databases', 'phylogenetics-and-phylogenomics', 'protein-structure-analysis', 'rna-seq', 'rna-structure-analysis']"
297,"['Statistical power analyses using G*Power 3.1: tests for correlation and regression analyses.', '19897823']","['adjustable', 'binding', 'chip', 'choices', 'evident', 'package', 'parameters', 'procedure', 'seq']",chip-seq,"['chip-seq', 'protein-interaction-analysis', 'rna-seq']"
298,"['MICA: desktop software for comprehensive searching of DNA databases.', '17018144']","['digit', 'hk', 'hla', 'leukocyte', 'ngs', 'outperforming', 'typing']",whole-exome-sequencing,"['chip-seq', 'immunology', 'rna-transcription-databases', 'whole-exome-sequencing']"
299,"['NNAlign: a platform to construct and evaluate artificial neural network models of receptor-ligand interactions.', '28407117']","['algae', 'biomass', 'integrative', 'metabolic', 'produce', 'reconstruction']",metagenomics,"['dna-sequence-databases', 'metagenomics', 'phylogenetics-and-phylogenomics', 'protein-interaction-analysis', 'whole-genome-resequencing']"
300,"['Identifying and characterising key alternative splicing events in Drosophila development.', '26275604']","['behavior', 'changing', 'creating', 'depth', 'environmental', 'greater', 'homeostasis', 'lead', 'maintaining', 'mechanisms', 'multitude', 'organisms', 'overcome', 'practical', 'responding', 'situations', 'stress', 'transcriptional', 'utilize']",rna-transcription-databases,"['chip-seq', 'dna-sequence-databases', 'genome-annotation2', 'metagenomics', 'protein-interaction-analysis', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
301,"['AntigenDB: an immunoinformatics database of pathogen antigens.', '19820110']","['consensus', 'derivation', 'grammar', 'ncrna', 'secondary', 'string', 'structure']",rna-structure-analysis,"['genome-annotation2', 'rna-seq', 'rna-structure-analysis']"
302,"['Prediction of human targets for viral-encoded microRNAs by thermodynamics and empirical constraints.', '20628498']","['binding', 'chip', 'cofactors', 'factors', 'seq', 'transcription']",chip-seq,"['chip-seq', 'protein-interaction-analysis', 'rna-seq', 'single-cell-rna-seq']"
303,"['cn.MOPS: mixture of Poissons for discovering copy number variations in next-generation sequencing data with a low false discovery rate.', '22302147']","['cell', 'complicated', 'dissect', 'distortions', 'environments', 'expression', 'intrinsic', 'magnitude', 'measurements', 'noise', 'probabilistic', 'signatures', 'single', 'specialized', 'subpopulations', 'technical', 'tolerant', 'typical', 'variability']",single-cell-rna-seq,"['chip-seq', 'laser-scanning-microscopy', 'rna-seq', 'single-cell-rna-seq']"
304,"['MetaboliteDetector: comprehensive analysis tool for targeted and nontargeted GC/MS based metabolome analysis.', '19358599']","['acids', 'amino', 'having', 'modified', 'natural', 'peptide', 'peptides', 'various']",peptide-databases,['peptide-databases']
305,"['PHASTpep: Analysis Software for Discovery of Cell-Selective Peptides via Phage Display and Next-Generation Sequencing.', '27186887']","['crystal', 'enrichments', 'preparation', 'prepared', 'proper', 'screening', 'steps', 'virtual']",protein-structure-analysis,"['dna-sequence-databases', 'genome-annotation2', 'immunology', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-structure-analysis']"
306,"['Identifying small interfering RNA loci from high-throughput sequencing data.', '22171331']","['geographic', 'gradient', 'linear', 'plugins', 'version']",phylogenetics-and-phylogenomics,"['chip-seq', 'gene-expression-microarray', 'mathematical-modeling', 'metagenomics', 'phylogenetics-and-phylogenomics']"
307,"['Automated selection of positions determining functional specificity of proteins by comparative analysis of orthologous groups in protein families.', '14739328']","['allelic', 'exome', 'filtering', 'medical', 'strategy', 'variant', 'variations', 'wes']",whole-exome-sequencing,"['acgh-and-snp-microarray', 'whole-exome-sequencing', 'whole-genome-resequencing']"
308,"['FusionQ: a novel approach for gene fusion detection and quantification from paired-end RNA-Seq.', '23768108']","['acquisition', 'compartment', 'compartments', 'fluorescent', 'hand', 'images', 'probes', 'requiring', 'subcellular', 'tuning']",laser-scanning-microscopy,"['acgh-and-snp-microarray', 'laser-scanning-microscopy', 'protein-interaction-analysis', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
309,"['GridMAT-MD: a grid-based membrane analysis tool for use with molecular dynamics.', '19090582']","['annotations', 'automatic', 'characterized', 'constitute', 'experimentally', 'exponentially', 'inevitably', 'instead', 'pipelines', 'portion', 'prone', 'proteins', 'rely', 'unreliable']",information-extraction,"['dna-sequence-databases', 'genome-annotation2', 'mathematical-modeling', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-seq', 'rna-transcription-databases', 'whole-genome-resequencing']"
310,"['BAliBASE: a benchmark alignment database for the evaluation of multiple alignment programs.', '10068696']","['alignment', 'block', 'embedded', 'facilities', 'multiple', 'permits', 'progressive', 'reflected', 'sequence', 'view']",whole-genome-resequencing,"['chip-seq', 'genome-annotation2', 'phylogenetics-and-phylogenomics', 'rna-structure-analysis', 'whole-genome-resequencing']"
311,"['Analysis of microtubule dynamic instability using a plus-end growth marker.', '20729842']","['detected', 'enhanced', 'expansion', 'metabolites', 'metabolome', 'number', 'release']",dna-sequence-databases,"['dna-sequence-databases', 'metagenomics', 'peptide-databases', 'protein-interaction-analysis', 'protein-structure-analysis', 'rna-transcription-databases']"
312,"['Manta: rapid detection of structural variants and indels for germline and cancer sequencing applications.', '26647377']","['alternative', 'assembled', 'events', 'plant', 'splicing', 'transcript', 'transcripts']",rna-transcription-databases,"['genome-annotation2', 'rna-seq', 'rna-transcription-databases', 'single-cell-rna-seq', 'whole-genome-resequencing']"
313,"['Computation with the KEGG pathway database.', '9715755']","['adopts', 'artefacts', 'concepts', 'excluded', 'exclusion', 'illumina', 'kinds', 'layouts', 'replicates', 'scope', 'spatial', 'utilizes']",acgh-and-snp-microarray,"['acgh-and-snp-microarray', 'chip-seq', 'gene-expression-microarray', 'genome-annotation2', 'mathematical-modeling', 'phylogenetics-and-phylogenomics', 'rna-seq', 'single-cell-rna-seq', 'whole-exome-sequencing']"
